"adult","backdrop_path","genre_ids","id","original_language","original_title","overview","popularity","poster_path","release_date","title","video","vote_average","vote_count"
FALSE,"/JnukHKeQNTaCCpsXiCk1VYtVTH.jpg","10752, 53",3482,"en","The Train","As the Allied forces approach Paris in August 1944, German Colonel Von Waldheim is desperate to take all of France's greatest paintings to Germany. He manages to secure a train to transport the valuable art works even as the chaos of retreat descends upon them. The French resistance however wants to stop them from stealing their national treasures but have received orders from London that they are not to be destroyed. The station master, Labiche, is tasked with scheduling the train and making it all happen smoothly but he is also part of a dwindling group of resistance fighters tasked with preventing the theft. He and others stage an elaborate ruse to keep the train from ever leaving French territory.",3.852,"/bzgPLB7efMohled42PIn6CcOTnO.jpg","1964-09-24","The Train",FALSE,7.5,327
FALSE,"/7RE3dqDcafLRPj3W2q7EJ3ybIm7.jpg","35",929170,"en","Honor Society","Honor is an ambitious high school senior whose sole focus is getting into Harvard, assuming she can first score the coveted recommendation from her guidance counselor, Mr. Calvin. Willing to do whatever it takes, Honor concocts a Machiavellian-like plan to take down her top three student competitors, until things take a turn when she unexpectedly falls for her biggest competition, Michael.",3.618,"/61CZ4JxyaI462sFfLPhtyzRg4vv.jpg","2022-07-23","Honor Society",FALSE,7.5,383
FALSE,"/f13RF99zjorGVJnSSsOqyj5dzYh.jpg","10751, 14, 16, 35",433471,"en","Lou","A Pixar short about a lost-and-found box and the unseen monster within.",3.542,"/4l9wSwvabTefMJ3TkXnh9evzmVV.jpg","2017-06-16","Lou",FALSE,7.5,395
FALSE,"/xwjVHxKKk2hb6CJX46U4Cv0Zq0a.jpg","80, 18",10778,"en","The Man Who Wasn't There","A tale of murder, crime and punishment set in the summer of 1949. Ed Crane, a barber in a small California town, is dissatisfied with his life, but his wife Doris' infidelity and a mysterious opportunity presents him with a chance to change it.",4.365,"/lrCgt8NNMyFsfmXyXiSSCRXNH4u.jpg","2001-10-26","The Man Who Wasn't There",FALSE,7.5,1595
FALSE,"/4WGuyWf1f94CsEeVIIqDKGw5rmO.jpg","18, 80",269,"fr","À bout de souffle","A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he attempts to persuade a girl to run away to Italy with him.",3.601,"/9Wx0Wdn2EOqeCZU4SP6tlS3LOml.jpg","1960-03-16","Breathless",FALSE,7.5,1841
FALSE,"/w102m4HoCP5uxhW8Yh7Hv7QShix.jpg","16, 10751, 35",11544,"en","Lilo & Stitch","As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien ""puppy"" of an independent little girl named Lilo and learns about loyalty, friendship, and ʻohana, the Hawaiian tradition of family.",7.109,"/m13Vbzv7R2GMAl3GXFrkmMEgCFQ.jpg","2002-06-21","Lilo & Stitch",FALSE,7.5,6336
FALSE,"/il5zDHC5sGe3ZHLhVi3tNFZ9Tt5.jpg","27, 53",571,"en","The Birds","Thousands of birds flock into a seaside town and terrorize the residents in a series of deadly attacks.",4.209,"/eClg8QPg8mwB6INIC4pyR5pAbDr.jpg","1963-03-28","The Birds",FALSE,7.519,4151
FALSE,"/uG9lBtZmsyrZ0OPgrbvf9YOVLJr.jpg","18, 80, 53",382614,"en","The Book of Henry","Susan, a single mother of two, works as a waitress in a small town. Her son, Henry, is an 11-year-old genius who not only manages the family finances but acts as emotional support for his mother and younger brother. When Henry discovers that the girl next door has a terrible secret, he implores Susan to take matters into her own hands.",3.618,"/suLFg4UjvM5BoDipg2Wu3gZ802T.jpg","2017-06-16","The Book of Henry",FALSE,7.518,1295
FALSE,"/aNCGvBqqrc9L6JKgujYkc2EKbXH.jpg","12, 16, 10751, 14",13396,"en","The Snowman","A young boy makes a snowman one Christmas Eve, which comes to life at midnight and takes him on a magical adventure to the North Pole to meet Santa Claus.",3.532,"/b3CMolkeXrPaVvd5vTsssMKfZZo.jpg","1984-12-15","The Snowman",FALSE,7.5,314
FALSE,"/yTIvOi9x7C9vTbzfG4GqMoh9MaZ.jpg","18",3116,"en","Midnight Cowboy","Joe Buck is a wide-eyed hustler from Texas hoping to score big with wealthy New York City women; he finds a companion in Enrico ""Ratso"" Rizzo, an ailing swindler with a bum leg and a quixotic fantasy of escaping to Florida.",3.893,"/f7YLzOxwWzeEdo7RhAlPSBTYa8.jpg","1969-05-25","Midnight Cowboy",FALSE,7.5,1443
FALSE,"/yizL4cEKsVvl17Wc1mGEIrQtM2F.jpg","28, 878, 12",588228,"en","The Tomorrow War","The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",6.383,"/34nDCQZwaEvsy4CFO5hkGRFDCVU.jpg","2021-09-03","The Tomorrow War",FALSE,7.517,3608
FALSE,"/hgESQ2sK21j22Yode4w99jfwj44.jpg","35, 18",491418,"en","Instant Family","When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child but when they meet three siblings, including a rebellious 15 year old girl, they find themselves speeding from zero to three kids overnight.",3.868,"/xYV1mODz99w7AjKDSQ7h2mzZhVe.jpg","2018-11-13","Instant Family",FALSE,7.5,3004
FALSE,"/4safDVSZx7a4I1TQoSyz6E1agzM.jpg","35",430,"en","One, Two, Three","C.R. MacNamara is a managing director for Coca Cola in West Berlin during the Cold War, just before the Wall is put up. When Scarlett, the rebellious daughter of his boss, comes to West Berlin, MacNamara has to look after her, but this turns out to be a difficult task when she reveals to be married to a communist.",3.569,"/yWQE227ub1frfnjP5HZy0wLF0wu.jpg","1961-12-15","One, Two, Three",FALSE,7.517,375
FALSE,"/sPZsYoBK92pOSMPTaXJ5DeIMgq.jpg","35, 18",339,"en","Night on Earth","An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.",4.038,"/ktejUHCo6c8DekpOtR3uSb6oDXr.jpg","1991-12-12","Night on Earth",FALSE,7.5,931
FALSE,"/mXLVA0YL6tcXi6SJSuAh9ONXFj5.jpg","878, 12, 10751, 14",601,"en","E.T. the Extra-Terrestrial","An alien is left behind on Earth and saved by the 10-year-old Elliot who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliot, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.",4.23,"/an0nD6uq6byfxXCfk6lQBzdL2J1.jpg","1982-06-11","E.T. the Extra-Terrestrial",FALSE,7.516,11321
FALSE,"/fvCVwNHhF3nxnsEiXTl2npHaXIN.jpg","18, 53",451657,"fr","Jusqu'à la garde","In the midst of a divorce, Miriam Besson decides to ask for exclusive custody of her son, in order to protect him from a father that she is accusing of violence. The judge-in-charge of the file grants a shared custody to the father whom it considers abused. Taken as a hostage between his parents, Julien Besson will do everything to prevent the worst from happening.",3.537,"/9UOks2kaXFqr5p1I6cKFLFyRlEA.jpg","2018-02-07","Custody",FALSE,7.515,657
FALSE,"/cftD8o34P6N8zTwySfaaMnaNkTT.jpg","16, 28, 878",71883,"ja","レッドライン","The most dangerous and exciting car race in the universe is held only once every five years. And that's tonight. The competitors are lined up at the starting block. In his vehicle, JP, the most daredevil driver on the circuit, is ready for the green light. Female driver Sonoshee, with whom he is secretly in love, is also on the starting line. She will stop at nothing to get on to that podium. In this race, not only is anything possible, but also anything is allowed. In fact, their adversaries have modified their vehicles to equip them with highly destructive weapons; with such participants, it is hardly surprising that Redline is forbidden by the authorities, who will try anything to halt the proceedings.",3.534,"/yUkH0y9OsY7J08Dvfzi1P0di559.jpg","2009-08-14","Redline",FALSE,7.5,476
FALSE,"/eooCQusEINqdpTMBkECHluyurW9.jpg","10749, 18, 35",43904,"fr","L'Atalante","Capricious small-town girl Juliette and barge captain Jean marry after a whirlwind courtship, and she comes to live aboard his boat, L'Atalante. As they make their way down the Seine, Jean grows weary of Juliette's flirtations with his all-male crew, and Juliette longs to escape the monotony of the boat and experience the excitement of a big city. When she steals away to Paris by herself, her husband begins to think their marriage was a mistake.",3.531,"/sDkQyZnFvHdnp5ZP21RG4teLiDy.jpg","1934-04-24","L'Atalante",FALSE,7.5,425
FALSE,"/s5PP0ryxAo12jzvPntSEybahpCw.jpg","18, 80, 53",9516,"en","Menace II Society","A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.",3.832,"/nS7yqmSVeNoH22VXj69JoFCxW1h.jpg","1993-05-26","Menace II Society",FALSE,7.515,784
FALSE,"/yCGCtDRIaEHSPd5pO8NPfTML6Jh.jpg","28, 14, 10770",877703,"en","Teen Wolf: The Movie","The wolves are howling once again, as a terrifying ancient evil emerges in Beacon Hills. Scott McCall, no longer a teenager yet still an Alpha, must gather new allies and reunite trusted friends to fight back against this powerful and deadly enemy.",3.735,"/wAkpPm3wcHRqZl8XjUI3Y2chYq2.jpg","2023-01-18","Teen Wolf: The Movie",FALSE,7.514,863
FALSE,"/miOnymJ0dN2psWBB8Vleo3fUyrc.jpg","18, 35",607259,"en","Fatherhood","A widowed new dad copes with doubts, fears, heartache and dirty diapers as he sets out to raise his daughter on his own. Inspired by a true story.",3.555,"/wvqO1gTAMZIFGi3Ioq1BN6KV95R.jpg","2021-06-18","Fatherhood",FALSE,7.514,1429
FALSE,"/imtHhH4NuKMMaSityrxhuSmtyd3.jpg","12, 35, 10751",9340,"en","The Goonies","A young teenager named Mikey Walsh finds an old treasure map in his father's attic. Hoping to save their homes from demolition, Mikey and his friends Data Wang, Chunk Cohen, and Mouth Devereaux run off on a big quest to find the secret stash of Pirate One-Eyed Willie.",3.94,"/eBU7gCjTCj9n2LTxvCSIXXOvHkD.jpg","1985-06-07","The Goonies",FALSE,7.5,5786
FALSE,"/oaRdRdqahtSvHK6VkOphVwGtPRN.jpg","18",221,"en","Rebel Without a Cause","After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin.",3.544,"/yHStsC8rRRfIjqRN38BQsLh6S7k.jpg","1955-10-27","Rebel Without a Cause",FALSE,7.5,1636
FALSE,"/tOfAkOf7TrAPuz4kKG5Fvq1seCd.jpg","28, 53, 80, 18",38234,"en","Undisputed III: Redemption","Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.",3.77,"/g8KB77SPA7SyU8eid6TAEpt9skU.jpg","2010-04-17","Undisputed III: Redemption",FALSE,7.513,926
FALSE,"/2oQ9hnAYsoZH61PnjSkuX4Uvd2d.jpg","10749, 18, 53",3767,"en","Gilda","A gambler discovers an old flame while in Argentina, but she's married to his new boss.",3.531,"/46eKPjoWEyNBAQKDoXEcDFBcaUw.jpg","1946-04-25","Gilda",FALSE,7.5,587
FALSE,"/9zld3GKoF5iwKRBDxcu92RH55pu.jpg","10751, 16, 10770, 35",13353,"en","It's the Great Pumpkin, Charlie Brown","Join the Peanuts gang for a timeless adventure as Charlie Brown preps for a party, Snoopy sets his sights on the Red Baron, and Linus patiently awaits a pumpkin patch miracle.",3.569,"/59wp9OWexYsxlSPHYmVLsl5xlFt.jpg","1966-10-27","It's the Great Pumpkin, Charlie Brown",FALSE,7.5,414
FALSE,"/lfLVH3F8Xt8nITqG9cn97b54au1.jpg","18, 53",10734,"en","Escape from Alcatraz","San Francisco Bay, January 18, 1960. Frank Lee Morris is transferred to Alcatraz, a maximum security prison located on a rocky island. Although no one has ever managed to escape from there, Frank and other inmates begin to carefully prepare an escape plan.",3.838,"/uORr2GXQnyqgBOg6tVsRCJD2qxc.jpg","1979-06-22","Escape from Alcatraz",FALSE,7.5,2843
FALSE,"/k0eTDxMkVgUmzkM4DNuVCyugoYl.jpg","18, 36, 10752",10110,"en","Empire of the Sun","Jamie Graham, a privileged English boy, is living in Shanghai when the Japanese invade and force all foreigners into prison camps. Jamie is captured with an American sailor, who looks out for him while they are in the camp together. Even though he is separated from his parents and in a hostile environment, Jamie maintains his dignity and youthful spirit, providing a beacon of hope for the others held captive with him.",3.794,"/gEaCzjwHoPgyQFcwHql7o5YLHAU.jpg","1987-12-09","Empire of the Sun",FALSE,7.5,1954
FALSE,"/kxTWssqcwsHqH6Sj2ivu0FHP5QK.jpg","28, 53, 80",11782,"cn","辣手神探","A cop who loses his partner in a shoot-out with gun smugglers goes on a mission to catch them. In order to get closer to the leaders of the ring he joins forces with an undercover cop who's working as a gangster hitman. They use all means of excessive force to find them.",3.543,"/mbA77wY7fjh2TSQ3FxEuqpKOOA8.jpg","1992-04-16","Hard Boiled",FALSE,7.51,813
FALSE,"/wVQbMLpczyxlPKJWo6Qk3A1v2rB.jpg","28, 80, 53",7500,"ja","Sonatine","Murakawa, an aging Tokyo yakuza tiring of gangster life, is sent by his boss to Okinawa along with a few of his henchmen to help end a gang war, supposedly as mediators between two warring clans. He finds that the dispute between the clans is insignificant and whilst wondering why he was sent to Okinawa at all, his group is attacked in an ambush. The survivors flee and make a decision to lay low at the beach while they await further instructions.",3.829,"/mX9E4fEuG17L2e7bZmhBc0XdRbw.jpg","1993-09-10","Sonatine",FALSE,7.51,639
FALSE,"/gaLg3gpoJScDNfkDw4itX79Gi8x.jpg","16, 10751, 35, 878",13413,"en","BURN·E","What lengths will a robot undergo to do his job? BURN·E is a dedicated hard working robot who finds himself locked out of his ship. BURN·E quickly learns that completing a simple task can often be a very difficult endeavor.",3.537,"/1wOReJq1vArLBSejND2Jbw0KeKh.jpg","2008-11-17","BURN·E",FALSE,7.5,740
FALSE,"/pgtHrfRnVpOWbiGYFVoHM3E9rN.jpg","35",11686,"en","Love and Death","In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.",3.538,"/oJXFd1UHZoOQ1UtoLxbyBLGJDox.jpg","1975-06-10","Love and Death",FALSE,7.5,907
FALSE,"/zQG1FYDqoWo2hYhE5GVZ1yrWSfh.jpg","10751, 18",921655,"en","Rescued by Ruby","Chasing his dream to join an elite K-9 unit, a state trooper partners with a fellow underdog: clever but naughty shelter pup Ruby. Based on a true story.",3.556,"/tPlJEodEn0SSV4avo8KSawtlTlN.jpg","2022-03-17","Rescued by Ruby",FALSE,7.5,314
FALSE,"/kB1Qrsg189eDz4Ej3ABXtLudClq.jpg","35, 10749",810171,"en","The Valet","World famous movie star Olivia faces a PR disaster when a paparazzi snaps a photo of her with her married lover, Vincent. The hard-working valet Antonio accidentally appears in the same photo and is enlisted to pose as Olivia’s new boyfriend as a cover-up. This ruse with Olivia thrusts Antonio into the spotlight and unexpected chaos.",3.648,"/q7FmdJHKMLIC4XgWfcFRIu2iVdL.jpg","2022-05-11","The Valet",FALSE,7.508,570
FALSE,"/n3ScTmzK466ZbUi8n5OgDRhTMxQ.jpg","14, 10749, 10770",599521,"en","Z-O-M-B-I-E-S 2","Zed and Addison are back at Seabrook High, where, after a groundbreaking semester, they continue to steer both their school and community toward unity. But the arrival of a new group of outsiders – mysterious werewolves – threatens to shake up the newfound peace and causes a rift in Zed and Addison’s budding romance.",3.718,"/dFNhlaPEeDhimwZ0eenpwe1x5Tm.jpg","2020-06-13","Z-O-M-B-I-E-S 2",FALSE,7.5,457
